category,family,provider,form,rank_index,spell_id,resolved_name,resolved_rank,tooltip,dump_source
mana,devotionOfGrace,SUNCLERIC,single,7,300865,Devotion of Grace,Rank 7,"Devotion of Grace / 40 yd range / Instant / Places a Devotion on the friendly target, restoring 33 mana every 5 seconds and reducing their costs by 5% for 30 min. Hold SHIFT for more information / ID 300865",pasted-text.txt
mana,devotionOfGrace,SUNCLERIC,single,8,300866,Devotion of Grace,Rank 8,"Devotion of Grace / 40 yd range / Instant / Places a Devotion on the friendly target, restoring 41 mana every 5 seconds and reducing their costs by 5% for 30 min. Hold SHIFT for more information / ID 300866",pasted-text.txt
mana,devotionOfGrace,SUNCLERIC,greater,1,681160,Greater Devotion of Grace,,"Greater Devotion of Grace / 40 yd range / Instant / Places a Devotion on all raid and party members, restoring 33 mana every 5 seconds and reducing their costs by 5% for 30 min. Hold SHIFT for more information / ID 681160",pasted-text.txt
mana,etchingOfTheMagi,SPIRITMAGE,single,1,560295,Etching of the Magi,,"Etching of the Magi / 40 yd range / Instant / Enhance an ally, reducing their resource costs by 5%. / ID 560295",pasted-text.txt
mana,etchingOfTheMagi,SPIRITMAGE,greater,1,561243,Greater Etching of the Magi,,"Greater Etching of the Magi / 40 yd range / Instant / Enhance all party and raid members, reducing their resource costs by 5%. / ID 561243",pasted-text.txt
mana,resourcefulWuju,WITCHDOCTOR,single,1,578344,Resourceful Wuju,,"Resourceful Wuju / 30 yd range / Instant / Empowers an ally with da voodoo, reducing their resource costs by 5%. Lasts 30 min. / ID 578344",pasted-text.txt
mana,resourcefulWuju,WITCHDOCTOR,greater,1,800195,Greater Resourceful Wuju,,"Greater Resourceful Wuju / 30 yd range / Instant / Empowers nearby party and raid members with da voodoo, reducing their resource costs by 5%. Lasts 30 min. Hold SHIFT for more information / ID 800195",pasted-text.txt
mana,whispersOfYshaarj,CULTIST,single,1,561389,Whispers of Y'shaarj,Rank 1,"Whispers of Y'shaarj / 30 yd range / Instant / Gift an ally with the madness of Y'shaarj, restoring 10 mana every 5 seconds for 30 min. Players may only have one Whisper on them per Cultist at any one time. / ID 561389",pasted-text.txt
mana,whispersOfYshaarj,CULTIST,single,2,561390,Whispers of Y'shaarj,Rank 2,"Whispers of Y'shaarj / 30 yd range / Instant / Gift an ally with the madness of Y'shaarj, restoring 20 mana every 5 seconds for 30 min. Players may only have one Whisper on them per Cultist at any one time. / ID 561390",pasted-text.txt
mana,whispersOfYshaarj,CULTIST,single,3,561391,Whispers of Y'shaarj,Rank 3,"Whispers of Y'shaarj / 30 yd range / Instant / Gift an ally with the madness of Y'shaarj, restoring 35 mana every 5 seconds for 30 min. Players may only have one Whisper on them per Cultist at any one time. / ID 561391",pasted-text.txt
mana,whispersOfYshaarj,CULTIST,greater,1,561392,Greater Whispers of Y'shaarj,,"Greater Whispers of Y'shaarj / 30 yd range / Instant / Gift nearby allies with the madness of Y'shaarj, restoring 33 mana every 5 seconds for 30 min. Players may only have one Whisper on them per Cultist at any one time. / ID 561392",pasted-text.txt
mana,groveInstinct,WILDWALKER,single,1,572810,Grove Instinct,Rank 1,"Grove Instinct / 40 yd range / Instant / Invokes a calm and earthly instinct on the friendly target, restoring 5 mana every 5 seconds. Hold SHIFT for more information / ID 572810",pasted-text.txt
mana,groveInstinct,WILDWALKER,single,2,572811,Grove Instinct,Rank 2,"Grove Instinct / 40 yd range / Instant / Invokes a calm and earthly instinct on the friendly target, restoring 10 mana every 5 seconds. Hold SHIFT for more information / ID 572811",pasted-text.txt
mana,groveInstinct,WILDWALKER,single,3,572812,Grove Instinct,Rank 3,"Grove Instinct / 40 yd range / Instant / Invokes a calm and earthly instinct on the friendly target, restoring 15 mana every 5 seconds. Hold SHIFT for more information / ID 572812",pasted-text.txt
mana,groveInstinct,WILDWALKER,single,4,572813,Grove Instinct,Rank 4,"Grove Instinct / 40 yd range / Instant / Invokes a calm and earthly instinct on the friendly target, restoring 20 mana every 5 seconds. Hold SHIFT for more information / ID 572813",pasted-text.txt
mana,groveInstinct,WILDWALKER,single,5,572814,Grove Instinct,Rank 5,"Grove Instinct / 40 yd range / Instant / Invokes a calm and earthly instinct on the friendly target, restoring 30 mana every 5 seconds. Hold SHIFT for more information / ID 572814",pasted-text.txt
mana,groveInstinct,WILDWALKER,single,6,572815,Grove Instinct,Rank 6,"Grove Instinct / 40 yd range / Instant / Invokes a calm and earthly instinct on the friendly target, restoring 33 mana every 5 seconds. Hold SHIFT for more information / ID 572815",pasted-text.txt
mana,groveInstinct,WILDWALKER,single,7,572816,Grove Instinct,Rank 7,"Grove Instinct / 40 yd range / Instant / Invokes a calm and earthly instinct on the friendly target, restoring 41 mana every 5 seconds. Hold SHIFT for more information / ID 572816",pasted-text.txt
mana,groveInstinct,WILDWALKER,greater,1,572817,Greater Grove Instinct,Rank 6,"Greater Grove Instinct / 40 yd range / Instant / Invokes an Instinct in all raid and party members, restoring 33 mana every 5 seconds. / ID 572817",pasted-text.txt
mana,sealOfAlar,PYROMANCER,single,1,803649,Seal of Al'ar,Rank 1,"Seal of Al'ar / 40 yd range / Instant / Bless an ally with the power of Al'ar, restoring 10 mana every 5 sec. / ID 803649",pasted-text.txt
mana,sealOfAlar,PYROMANCER,single,2,803729,Seal of Al'ar,Rank 2,"Seal of Al'ar / 40 yd range / Instant / Bless an ally with the power of Al'ar, restoring 15 mana every 5 sec. / ID 803729",pasted-text.txt
mana,sealOfAlar,PYROMANCER,single,3,807704,Seal of Al'ar,Rank 3,"Seal of Al'ar / 40 yd range / Instant / Bless an ally with the power of Al'ar, restoring 20 mana every 5 sec. / ID 807704",pasted-text.txt
mana,sealOfAlar,PYROMANCER,single,4,807770,Seal of Al'ar,Rank 4,"Seal of Al'ar / 40 yd range / Instant / Bless an ally with the power of Al'ar, restoring 25 mana every 5 sec. / ID 807770",pasted-text.txt
mana,sealOfAlar,PYROMANCER,single,5,808012,Seal of Al'ar,Rank 5,"Seal of Al'ar / 40 yd range / Instant / Bless an ally with the power of Al'ar, restoring 33 mana every 5 sec. / ID 808012",pasted-text.txt
mana,sealOfAlar,PYROMANCER,greater,1,808060,Greater Seal of Al'ar,,"Greater Seal of Al'ar / 40 yd range / Instant / Bless all party and raid members with the power of Al'ar, restoring 33 mana every 5 sec. / ID 808060",pasted-text.txt
mana,callOfTheWind,STORMBRINGER,single,1,804018,Call of the Wind,Rank 1,"Call of the Wind / 40 yd range / Instant / Call upon the power of the wind to empower an allied player, restoring 10 mana every 5 seconds for 30 min. Hold SHIFT for more information / ID 804018",pasted-text.txt
mana,callOfTheWind,STORMBRINGER,single,2,503319,Call of the Wind,Rank 2,"Call of the Wind / 40 yd range / Instant / Call upon the power of the wind to empower an allied player, restoring 15 mana every 5 seconds for 30 min. Hold SHIFT for more information / ID 503319",pasted-text.txt
mana,callOfTheWind,STORMBRINGER,single,3,503320,Call of the Wind,Rank 3,"Call of the Wind / 40 yd range / Instant / Call upon the power of the wind to empower an allied player, restoring 20 mana every 5 seconds for 30 min. Hold SHIFT for more information / ID 503320",pasted-text.txt
mana,callOfTheWind,STORMBRINGER,single,4,503321,Call of the Wind,Rank 4,"Call of the Wind / 40 yd range / Instant / Call upon the power of the wind to empower an allied player, restoring 25 mana every 5 seconds for 30 min. Hold SHIFT for more information / ID 503321",pasted-text.txt
mana,callOfTheWind,STORMBRINGER,single,5,503322,Call of the Wind,Rank 5,"Call of the Wind / 40 yd range / Instant / Call upon the power of the wind to empower an allied player, restoring 30 mana every 5 seconds for 30 min. Hold SHIFT for more information / ID 503322",pasted-text.txt
mana,callOfTheWind,STORMBRINGER,single,6,503323,Call of the Wind,Rank 6,"Call of the Wind / 40 yd range / Instant / Call upon the power of the wind to empower an allied player, restoring 33 mana every 5 seconds for 30 min. Hold SHIFT for more information / ID 503323",pasted-text.txt
mana,callOfTheWind,STORMBRINGER,greater,1,680291,Greater Call of the Wind,,"Greater Call of the Wind / 40 yd range / Instant / Empowers party and raid members with a surge of magical wind, restoring 33 mana every 5 seconds for 30 min. / ID 680291",pasted-text.txt
mana,markOfZeliek,FLESHWARDEN,single,1,803671,Mark of Zeliek,,"Mark of Zeliek / 30 yd range / Instant / Empower an ally with the mark of Zeliek, reducing their resource costs by 5% and increasing their Arcane Resistance by 60. Lasts 30 min. / ID 803671",pasted-text.txt
mana,markOfZeliek,FLESHWARDEN,greater,1,803731,Greater Mark of Zeliek,,"Greater Mark of Zeliek / 30 yd range / Instant / Empowers nearby party and raid members with the mark of Zeliek, reducing their resource costs by 5% and increasing their Arcane Resistance by 60. Lasts 30 min. / ID 803731",pasted-text.txt
mana,manaModule,TINKER,single,1,803658,Mana Module,Rank 1,"Mana Module / 40 yd range / Instant / Empower an ally with a mana module, restoring 10 mana every 5 seconds for 30 min. Only one Module per Tinker can be active. / ID 803658",pasted-text.txt
mana,manaModule,TINKER,single,2,803659,Mana Module,Rank 2,"Mana Module / 40 yd range / Instant / Empower an ally with a mana module, restoring 15 mana every 5 seconds for 30 min. Only one Module per Tinker can be active. / ID 803659",pasted-text.txt
mana,manaModule,TINKER,single,3,803660,Mana Module,Rank 3,"Mana Module / 40 yd range / Instant / Empower an ally with a mana module, restoring 20 mana every 5 seconds for 30 min. Only one Module per Tinker can be active. / ID 803660",pasted-text.txt
mana,manaModule,TINKER,single,4,803661,Mana Module,Rank 4,"Mana Module / 40 yd range / Instant / Empower an ally with a mana module, restoring 25 mana every 5 seconds for 30 min. Only one Module per Tinker can be active. / ID 803661",pasted-text.txt
mana,manaModule,TINKER,single,5,803662,Mana Module,Rank 5,"Mana Module / 40 yd range / Instant / Empower an ally with a mana module, restoring 30 mana every 5 seconds for 30 min. Only one Module per Tinker can be active. / ID 803662",pasted-text.txt
mana,manaModule,TINKER,single,6,803663,Mana Module,Rank 6,"Mana Module / 40 yd range / Instant / Empower an ally with a mana module, restoring 33 mana every 5 seconds for 30 min. Only one Module per Tinker can be active. / ID 803663",pasted-text.txt
mana,manaModule,TINKER,single,7,803664,Mana Module,Rank 7,"Mana Module / 40 yd range / Instant / Empower an ally with a mana module, restoring 41 mana every 5 seconds for 30 min. Only one Module per Tinker can be active. / ID 803664",pasted-text.txt
mana,manaModule,TINKER,greater,1,803665,Greater Mana Module,,"Greater Mana Module / 40 yd range / Instant / Empower nearby party and raid members with a mana module, restoring 33 mana every 5 seconds for 30 min. Only one Module per Tinker can be active. / ID 803665",pasted-text.txt
armorStats,manariIntuition,DEMONHUNTER,single,1,523478,Man'ari Intuition,Rank 1,Man'ari Intuition / 14 Energy / 40 yd range / Instant / Increase the friendly target's armor by 65 and all primary stats by 2 for 30 min. Hold SHIFT for more information / ID 523478,pasted-text.txt
armorStats,manariIntuition,DEMONHUNTER,single,2,523479,Man'ari Intuition,Rank 2,Man'ari Intuition / 14 Energy / 40 yd range / Instant / Increase the friendly target's armor by 103 and all primary stats by 4 for 30 min. Hold SHIFT for more information / ID 523479,pasted-text.txt
armorStats,manariIntuition,DEMONHUNTER,single,3,523480,Man'ari Intuition,Rank 3,Man'ari Intuition / 14 Energy / 40 yd range / Instant / Increase the friendly target's armor by 146 and all primary stats by 6 for 30 min. Hold SHIFT for more information / ID 523480,pasted-text.txt
armorStats,manariIntuition,DEMONHUNTER,single,4,523481,Man'ari Intuition,Rank 4,Man'ari Intuition / 14 Energy / 40 yd range / Instant / Increase the friendly target's armor by 189 and all primary stats by 8 for 30 min. Hold SHIFT for more information / ID 523481,pasted-text.txt
armorStats,manariIntuition,DEMONHUNTER,single,5,523482,Man'ari Intuition,Rank 5,Man'ari Intuition / 14 Energy / 40 yd range / Instant / Increase the friendly target's armor by 277 and all primary stats by 12 for 30 min. Hold SHIFT for more information / ID 523482,pasted-text.txt
armorStats,manariIntuition,DEMONHUNTER,single,6,523483,Man'ari Intuition,Rank 6,Man'ari Intuition / 14 Energy / 40 yd range / Instant / Increase the friendly target's armor by 275 and all primary stats by 12 for 30 min. Hold SHIFT for more information / ID 523483,pasted-text.txt
armorStats,manariIntuition,DEMONHUNTER,single,7,523484,Man'ari Intuition,Rank 7,Man'ari Intuition / 14 Energy / 40 yd range / Instant / Increase the friendly target's armor by 340 and all primary stats by 14 for 30 min. Hold SHIFT for more information / ID 523484,pasted-text.txt
armorStats,manariIntuition,DEMONHUNTER,greater,1,523495,Greater Man'ari Intuition,,Greater Man'ari Intuition / 23 Energy / 40 yd range / Instant / Increase all party and raid members armor by 285 and all primary stats by 12 for 30 min. / ID 523495,pasted-text.txt
armorStats,earthenEndurance,WILDWALKER,single,1,570752,Earthen Endurance,Rank 1,"Earthen Endurance / 30 yd range / Instant / Increases the friendly target's armor by 150, all stats by 6 and all resistances by 5 for 30 min. / ID 570752",pasted-text.txt
armorStats,earthenEndurance,WILDWALKER,single,2,570753,Earthen Endurance,Rank 2,"Earthen Endurance / 30 yd range / Instant / Increases the friendly target's armor by 195, all stats by 8 and all resistances by 10 for 30 min. / ID 570753",pasted-text.txt
armorStats,earthenEndurance,WILDWALKER,single,3,570754,Earthen Endurance,Rank 3,"Earthen Endurance / 30 yd range / Instant / Increases the friendly target's armor by 240, all stats by 10 and all resistances by 15 for 30 min. / ID 570754",pasted-text.txt
armorStats,earthenEndurance,WILDWALKER,single,4,570755,Earthen Endurance,Rank 4,"Earthen Endurance / 30 yd range / Instant / Increases the friendly target's armor by 285, all stats by 12 and all resistances by 20 for 30 min. / ID 570755",pasted-text.txt
armorStats,earthenEndurance,WILDWALKER,greater,1,570756,Greater Earthen Endurance,,"Greater Earthen Endurance / 30 yd range / Instant / Grants earthen endurance to all party and raid members, increasing their armor by 285, all attributes by 12 and all resistances by 20 for 30 min. / ID 570756",pasted-text.txt
armorStats,footpadsAdaptation,RANGER,single,1,523489,Footpad's Adaptation,Rank 1,Footpad's Adaptation / 24 Focus / 40 yd range / Instant / Increase the friendly target's armor by 105 and all primary attributes by 4 for 30 min. Hold SHIFT for more information / ID 523489,pasted-text.txt
armorStats,footpadsAdaptation,RANGER,single,2,523490,Footpad's Adaptation,Rank 2,Footpad's Adaptation / 24 Focus / 40 yd range / Instant / Increase the friendly target's armor by 150 and all primary attributes by 6 for 30 min. Hold SHIFT for more information / ID 523490,pasted-text.txt
armorStats,footpadsAdaptation,RANGER,single,3,523491,Footpad's Adaptation,Rank 3,Footpad's Adaptation / 24 Focus / 40 yd range / Instant / Increase the friendly target's armor by 195 and all primary attributes by 8 for 30 min. Hold SHIFT for more information / ID 523491,pasted-text.txt
armorStats,footpadsAdaptation,RANGER,single,4,523492,Footpad's Adaptation,Rank 4,Footpad's Adaptation / 24 Focus / 40 yd range / Instant / Increase the friendly target's armor by 285 and all primary attributes by 12 for 30 min. Hold SHIFT for more information / ID 523492,pasted-text.txt
armorStats,footpadsAdaptation,RANGER,single,5,523493,Footpad's Adaptation,Rank 5,Footpad's Adaptation / 24 Focus / 40 yd range / Instant / Increase the friendly target's armor by 285 and all primary attributes by 12 for 30 min. Hold SHIFT for more information / ID 523493,pasted-text.txt
armorStats,footpadsAdaptation,RANGER,single,6,523494,Footpad's Adaptation,Rank 6,Footpad's Adaptation / 24 Focus / 40 yd range / Instant / Increase the friendly target's armor by 285 and all primary attributes by 12 for 30 min. Hold SHIFT for more information / ID 523494,pasted-text.txt
armorStats,footpadsAdaptation,RANGER,greater,1,523513,Greater Footpad's Adaptation,,Greater Footpad's Adaptation / 48 Focus / Instant / Increases nearby party and raid member's armor by 285 and all primary attributes by 12 for 30 min. / ID 523513,pasted-text.txt
armorStats,beetlePheromones,PROPHET,single,1,803651,Beetle Pheromones,Rank 1,Beetle Pheromones / 40 yd range / Instant / Increase the friendly target's armor by 105 and all primary stats by 4 for 30 min. Hold SHIFT for more information / ID 803651,pasted-text.txt
armorStats,beetlePheromones,PROPHET,single,2,803652,Beetle Pheromones,Rank 2,Beetle Pheromones / 40 yd range / Instant / Increase the friendly target's armor by 150 and all primary stats by 6 for 30 min. Hold SHIFT for more information / ID 803652,pasted-text.txt
armorStats,beetlePheromones,PROPHET,single,3,803653,Beetle Pheromones,Rank 3,Beetle Pheromones / 40 yd range / Instant / Increase the friendly target's armor by 195 and all primary stats by 6 for 30 min. Hold SHIFT for more information / ID 803653,pasted-text.txt
armorStats,beetlePheromones,PROPHET,single,4,803654,Beetle Pheromones,Rank 4,Beetle Pheromones / 40 yd range / Instant / Increase the friendly target's armor by 240 and all primary stats by 12 for 30 min. Hold SHIFT for more information / ID 803654,pasted-text.txt
armorStats,beetlePheromones,PROPHET,single,5,803655,Beetle Pheromones,Rank 5,Beetle Pheromones / 40 yd range / Instant / Increase the friendly target's armor by 285 and all primary stats by 12 for 30 min. Hold SHIFT for more information / ID 803655,pasted-text.txt
armorStats,beetlePheromones,PROPHET,single,6,803656,Beetle Pheromones,Rank 6,Beetle Pheromones / 40 yd range / Instant / Increase the friendly target's armor by 285 and all primary stats by 12 for 30 min. Hold SHIFT for more information / ID 803656,pasted-text.txt
armorStats,beetlePheromones,PROPHET,greater,1,803657,Greater Beetle Pheromones,,Greater Beetle Pheromones / 40 yd range / Instant / Increase all nearby party and raid member's armor by 285 and all primary stats by 12 for 30 min. Hold SHIFT for more information / ID 803657,pasted-text.txt
armorStats,knightsEdict,WITCHHUNTER,single,1,523485,Knight's Edict,Rank 1,Knight's Edict / 40 yd range / Instant / Increase the friendly target's armor by 150 and all primary attributes by 6 for 30 min. Hold SHIFT for more information / ID 523485,pasted-text.txt
armorStats,knightsEdict,WITCHHUNTER,single,2,523486,Knight's Edict,Rank 2,Knight's Edict / 40 yd range / Instant / Increase the friendly target's armor by 195 and all primary attributes by 8 for 30 min. Hold SHIFT for more information / ID 523486,pasted-text.txt
armorStats,knightsEdict,WITCHHUNTER,single,3,523487,Knight's Edict,Rank 3,Knight's Edict / 40 yd range / Instant / Increase the friendly target's armor by 285 and all primary attributes by 12 for 30 min. Hold SHIFT for more information / ID 523487,pasted-text.txt
armorStats,knightsEdict,WITCHHUNTER,single,4,523488,Knight's Edict,Rank 4,Knight's Edict / 40 yd range / Instant / Increase the friendly target's armor by 285 and all primary attributes by 12 for 30 min. Hold SHIFT for more information / ID 523488,pasted-text.txt
armorStats,knightsEdict,WITCHHUNTER,greater,1,523510,Greater Knight's Edict,,"Greater Knight's Edict / 40 yd range / Instant / Declare a knight's edict to all party and raid members, increasing their armor by 285 and all primary attributes by 12 for 30 min. / ID 523510",pasted-text.txt
